comment,list of emojis,sentiment ranking
"☞ Hola! Has sido uno de los elegidos para ganar
seguidores
Debes seguir a las siguientes personas
@daloz
@reda.mh19
No debes dejarlas de seguir o el método no
funcionara
Debes dar like a sus últimas 3 fotos
Al cumplir con los pasos debes enviar un listo e
inmediatamente te enviaremos el método
Y tienes que copiar el texto y manda lo a 5 personas",0,0
Ana ma kaysoniwlich wch kayn chi mochkil😂,0,0
❤️❤️👍👍,0,0
@soukaina_koujah,0,0
,0,0
MarocMusic howa lowal,0,0
واااو باش فكرتنا 😂,0,0
yamat winamp o real player o audio to mp3,0,0
😂😂😂😂,0,0
ايييه ا ليام,0,0
😂😂😂😂,0,0
Nas darbo flos shiha bhadachi yamatt,0,0
Mp3 hhhh,0,0
telechargit menha la zik mp3 kan3emer wz7ed mp3 kant 3endi ta tebt hhh😂,0,0
"Allah 3ela liyaaam, yamaat deyal Mp3 we ziiidee, kent kadabar 3ela dik 5dh Bach ghir temechi te9aset fe sibeer.. 
ياليت الزمن يعود كيف ما كان 🥺",0,0
😍😍😍😍wayeeeeeeh,0,0
👏,0,0
ههههه صاراحة تمزكنا فيه ديال بصاح اول حاجة كانديره قبل ما نفتح MSN,0,0
maroc18,0,0
89 .com,0,0
@anouar_mzg,0,0
Olah makdabti  akhouya,0,0
😏,0,0
😂😂😂😂,0,0
Wayiiih,0,0
وييه هههه,0,0
كل ما يتعلق بكمال الاجسام وبناء العضلات باسعار جد مقبولة,0,0
🥺,0,0
😢😢😢😢,0,0
😂😂😂😂😂 ayaaaam,0,0
اول مرة كنعرفك قديم 😂 @raghib.official,0,0
fenêtre fiha maroczik w fenetre fiha skyblog m7loul w we7da tchatche  hhhh غااا تانضحك ، تحل ديال لي سيت مع داك الموديم الازرق  Adsl 64 Mo  w pc  Peintuim 2 fih 128 f la ram ........... من ساااابع المستحيلات,0,0
Nuit Blanche,0,0
🔥🔥🔥❤️,0,0
تم تبنيد حسابي الأول و هذا حسابي التاني، المرجوا دعمكم ❤️ 😢🔥❤️@info.elek,0,0
"MSN, SKYROCK, MAROCZIK 🔥🔥🔥",0,0
كونا تنترشرجو منو الموسيقي ف لي كوكيز اتنحولوهم ب البرنامج switch باش اولو mp3 قبل ميبان idman ههه مشات ايام,0,0
😂😂😂😂 si amine 3alam تحياتي ❤️,0,0
Knt kantl9 fiha big o haja hamdawia o kayts7aab lia ma3rt ach drt dik sa3 li 3ndo cnx raah kaayn 😂😂,0,0
hhhhhhhhhh,0,0
ههههههههههه ههههههههههه,0,0
كان عندي a7lazik.com و lohzik وياااااه,0,0
راغب أمين كيعرف في بلوغر,0,0
ايام التاسعة ههه،,0,0
,0,0
نريد أن يكون تنفيذ الاعدام منقول  على الهواء مباشرة في التلفاز كي يكون عبرة لمن يتعظ,0,0
الإعدام و لا نرضى بعقاب غيره,0,0
معاك اخوي تمام التمام اطالب بالإعدام لكل من تسول له نفسه ان يمس طفل بسؤ السن بالسن والعين بالعين.,0,0
عطاك الله الصحة 👌,0,0
عطاك الله الصحة 👌,0,0
Lmeghrib fin wsel 😢,0,0
الإعدام ماشي تعذيب خصو يتعدب عاذ إموت,0,0
هذا هو المعقول لا رحمة ولا شفقة ولا تبرير للبيدوفيل,0,0
لا خصو براءة باش يغتصبك نتا 👏,0,0
❤️,0,0
❤️❤️❤️,0,0
"Respect for you bro , i wish you all the luck👏🔥",0,0
أكيد 👏👏👏👏👏👏,0,0
عندك الصح وانتهى الكلام هادشي لا نقاش فيه ولا جدال هاداك غير صالح للمجتمع لي هتك عرض طفل الإعدام تم الإعدام,0,0
كلنا عدنان الإعدام تم الإعدام,0,0
احسنت,0,0
وب,0,0
ولا الاخصاء,0,0
الإعدام لم يكن أبدا عقوبة ردعية ولن يوقف هذه الظاهرة مادام لم نركز على معالجة أسبابها والتي تتجلى أساسا في طبيعة منظومتنا التربوية و منظومة العدالة.,0,0
"انا ضد عودة #الاعداام ومع اقصى العقوبات والتعذيب في حق مغتصبي الاطفال للانه اذا عاد الاعدام ستستغل في تصفية المعارضين والمناظلين كالزفزافي والمعتقلين الاخرون  لو كان الاعداام لحكمو عليهم بالاعدام من اجل تصفيتهم وازالتهم من الوجود 
لذالك لا لعودة الاعداام في المغرب لكي لا نصبح مصر جديدة",0,0
كلام في الصميم,0,0
👌👌👌👌,0,0
ا غيير كتخربق اخااي امين ناس مكيقولوش الاعدام ماشي حل لكن الاعدام ولا قطع يد السارق ولا ولا ولا راه كاين فالعديد من البلدان و عمر مستوى ديال الجريمة نقص حنا كنقلبو على الحل باش ميكونوش عدنانات اخرين من هنا القدام خاصنا ثقافة نبنيوها غير بيناتنا بلا منحتاجو للدولة واخا هيا المكون الرئيسي ف التغيير خاصنا داك البيدوفيلي الا قتلناه واحد اخر مريض نفسي بنفس المرض غادي يخاف و يقتل شي حد خور ديك الهضرة ديال عبرة عمرها كانت بصااح نديرو اعادة الادماج كيما كيوقع فالسويد دابا و نقص معدل الجريمة ب 30% اما ف كوريا الجنوبية و الهند لي قوانين صارمة عمر معدل الجريمة نقص بالعكس واش زاد ☺,0,0
🌹👏,0,0
3tihom l3asir à khouya,0,0
اكثريه الناس لي كدافع على المجرم، ما عندهومش ولاد، حنا كلها نطالب بأشد العقوبات لكل من سولت له نفسه بتعذيب  واغتصاب البراءه 😢,0,0
مادام ماشي غير غتاصبو .راه غتاصبو وقتلو ودفنو  وحسن شعر وبدل لوك ديالو ومشا خدم عادي بدم بارد علم الله شمال من واحد اغتاصب قبل,0,0
حتى واحد ميقدر يطالب بالإعدام كثر من العائلة تاع الضحية.. و أصلا عدنان كعما مات..,0,0
لو كان الاعدام هو الحل لما كانت السعودية تعاني من الزنا و زنا المحارم و و و,0,0
👍👍👍👍,0,0
lafataho bi lhayawan -- lhayawan khir bih b alf daraga,0,0
صراحة خاص يدار إستفتاء شعبي يتم خلاله طرح مجموعة من القوانين و تعديلات القوانين للتصويت باش نساليوا مع هاذ المسألة,0,0
نعم أمين رغيب كلامكصحيح 100,0,0
sadat,0,0
sada9t,0,0
"بغيتي تخدم وتغير حياتك 
اليوم كنقدم ليك اكبر فرصة للربح 💴اكبر فرصة للنجاح غير عبر الانترنت مع شركة _*twentyxpro*_
مخاسر وااالو فقط تواصلوا معايا من هنا 👇🏻👇🏻
https://api.whatsapp.com/send?phone=212650909668",0,0
الناس لي كاتنادي بإعادة تفعيل عقوبة الإعدام خاصنا نحددو الحالات لي يتطبق فيها مثلا إغتصاب الأطفال القتل العمد بسبق إصرار و ترصد.و الا تشمل قضايا الرأي و حرية التعبير و المعتقد...,0,0
ولكن بالنسبة لي الاعدام ليس حل ليس لاني  اعتبره همجية وعدوان  بل لاني اعتبره راحة للمجرم عليه ان يحكم وامتاله بالمؤبد ليموت كل يوم ابشع موت وليس ان يخاف من الموت بل يطالب به,0,0
خاص الاعدامباش هاد المجرم اخمم الف مرة قبل ما يخرج  يتعدى علل عباد الله اما الحبس ما بقا ش تيخاف. من ولا عادي عندهم  نطالبب بالامن  الامان,0,0
ايوا سبحان الله بنادم فاش كاتتكلم معاه على القصاص وتطبيق الشرع تايضياق عليه صدرو. بحال هادو هوما نتيجة ترك الحكم بالقرآن والسنة من اللخر,0,0
,0,0
اميين,0,0
amin raghif,0,0
Bsaha oraha si amine 3afak lbero fin kayn 3andk ?,0,0
وشبني  أسي رغيب 😁😁,0,0
آمييييييييييييييييييين🙌🙌🙌,0,0
تبارك الله على سي امين رغيب,0,0
❤️,0,0
ءامين  يا رب,0,0
حاجة واحدة اخالفك فيها هو انك تعتقد أن الأرض كرة وان هناك أقمار صناعية,0,0
Kbrti khoya Amine,0,0
Bogose o 9ari o ml3e9 akhoya l3fo,0,0
تابعوني فضلا وليس أمرا,0,0
امييين,0,0
الله يدوز مابقى على خير,0,0
اللهم آمين ربي كبير 😉,0,0
Bsaha khay Amine ❤️,0,0
امين ياراب العلمين 👍,0,0
الله يدوز ماشي اللي يدوز حتى الياء بعيدة على الهاء باش نقولوا فوط دو فراب السي  امين هههه غير ضاحكين آمين يا رب,0,0
Amin,0,0
ياربي امين,0,0
الله,0,0
منور يا اخي امين رغيب,0,0
الله يدوز ماشي اللي,0,0
الله يدوز اخي مشي اللي يدوز وتحياتي الله اوفقك,0,0
الله يدوز ماشي اللي يدوز الرجوع لله اسي غريب,0,0
الله يرحم الوليدن خاي امين اذا تقدر تجاوبني بريفي,0,0
pliz amin doz privi bghitak tnsa7ni bwahd lma3loma 🎈,0,0
الله يوفقك😊,0,0
مرحبا بكم أصدقائي ،أتمنى لو تدعموني بالمتابعة وسأكون ممتنا لكم ،وشكرا⚘⚘,0,0
Nadi khoya raghib 🌺🌺🌺❤️👍👌,0,0
🙏,0,0
خويا امين بغينا مواقع تعطي بطاقة غوغل بلاي مجانا,0,0
آمين يا رب,0,0
امين خويا و حبيبي و عشيري و صاحبي و كلشي . ولكن خاصك تكون فصفي باش ما نتقلقش . حقاش انا بريئ و على حق,0,0
شرفتي خاي امين راك عزيز ياربي ماتموت لينا😭😭😭,0,0
"u left cyber security years ago so , it's time of Retirement --> it's an opinion .  who wants to learn cyber security follow my insta , i'm Bilal Moroccan but currently i live in canada  @cyber_security_life",0,0
"السلام عليكم 😊 المرجو زيارة صفحتنا 🙏المهتمة بعرض منتجات نسائية(👠👡👗...)
فضلا و ليس أمرا ⁦❤️⁩",0,0
amine bravo bonne continuation asidi,0,0
Toop akouya Amin Rak toop dim tooop tasth9a tawslah la3lah mratbh fa naja7a ou taloe9a💋💋,0,0
😍😍😍,0,0
,0,0
و الله ازكلتي غا هدي () لا تحرك داكشي 😂😂😂,0,0
@ae_geus  nta,0,0
vrai hhhh,0,0
Skot alkdab,0,0
@ahmedhelmy,0,0
"@oulmourifsalaheddine 
😂",0,0
Ana kitlfoli les accolades 😂😂,0,0
لا هذو غير beginner انا بعدا مكنشوف فالكلافي كاع,0,0
@a_l_a_o_u_y,0,0
بالدموع😂💔,0,0
"صفحة تهتم بكل ماهو جديد الهواتف الذكية، تطبيقات اندرويد ،مواقع ،الحاسوب ،التكنولوجيا و منوعات مفيدة💓
اشترك في الصفحة لتستفيد⁦♥️⁩",0,0
Azert❤️,0,0
🤣,0,0
🤣👏,0,0
Wlit kanktb f clavier qwerty bla manxo kan3ani ghir fax kanswitxi l azerty,0,0
😂😂😂😂😂,0,0
dirna video kifah njibo rdp admin wla private for free,0,0
"ila kan clavie qwerty tadir ktar bach tsib ""<"" o "">"" hhhh",0,0
Indentation error 👏👏👏,0,0
@salah_drew_10 😂😂,0,0
@othmane_obn @oumaima_malouane 😂😂,0,0
😂😂😂😂😂😂😂 👍🏻,0,0
خويا امين عفاك دير شي فيديو توضح فيه كيفاش الناس لي خدامين فebay و amazon يشحنو السلع باثمنة جيدة شنو الطرق لي كاينة باش نسهل الامر و منخلصش ديك الاثمنة,0,0
👍👍👍👍👍👍,0,0
https://t.me/yossefjoo,0,0
🔥😂,0,0
Insan lwahid likanhtarm flmawa9i3 tawasol howa ha @raghib.official,0,0
azerty 💪💪💪💪💪 تبقى الأقوى,0,0
الله يرحم الوليدن خاي امين اذا تقدر تجاوبني بريفي,0,0
خويا امين الله يرحم الوليدين جاوبني,0,0
Javascript Developer: We don't do that here,0,0
Daba na hakr ghir ma3arfch rasi😂,0,0
هههههه,0,0
@elhamidimahjouba,0,0
😂😂😂,0,0
I'm a programmer and my speed test of writing is 100 WPM :),0,0
@rajaamajourhate,0,0
,0,0
@ikram.chakik,0,0
#@mindtaker09 😂😂😂😂,0,0
😂😂😂😂,0,0
Ana msaken ra gha khasrin m3aya 3endi -27dh,0,0
دابا لي معندو والو فلكونط CIH ومامشا ليه والو  واش ممكم يستفد من شي تعوضات,0,0
Hahahahahahahahahahahah,0,0
@meh.dii10  hhhhhhh @alex_yas,0,0
